------------------------------------------------------------
Server listening on TCP port 5001
TCP window size: 32.0 MByte (WARNING: requested 16.0 MByte)
------------------------------------------------------------
[  4] 16.0-17.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 17.0-18.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 18.0-19.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 19.0-20.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 20.0-21.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 21.0-22.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 22.0-23.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 23.0-24.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 24.0-25.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 25.0-26.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 26.0-27.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 27.0-28.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 28.0-29.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 29.0-30.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 30.0-31.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 31.0-32.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 32.0-33.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 25.0-26.0 sec  73.5 KBytes   602 Kbits/sec
[  5] 26.0-27.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 27.0-28.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 28.0-29.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 29.0-30.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 30.0-31.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 31.0-32.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 32.0-33.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 25.0-26.0 sec  19.8 KBytes   162 Kbits/sec
[  6] 26.0-27.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 27.0-28.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 28.0-29.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 29.0-30.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 30.0-31.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 31.0-32.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 32.0-33.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 33.0-34.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 33.0-34.0 sec  1.41 KBytes  11.6 Kbits/sec
[  5] 33.0-34.0 sec  9.66 MBytes  81.0 Mbits/sec
[  5] 34.0-35.0 sec  0.00 Bytes  0.00 bits/sec
[  4] 34.0-35.0 sec  9.90 KBytes  81.1 Kbits/sec
[  4] 35.0-36.0 sec  0.00 Bytes  0.00 bits/sec
[  5] 35.0-36.0 sec  39.6 KBytes   324 Kbits/sec
[  5] 36.0-37.0 sec   369 KBytes  3.02 Mbits/sec
[  4] 36.0-37.0 sec   673 KBytes  5.51 Mbits/sec
[  6] 34.0-35.0 sec  4.09 MBytes  34.3 Mbits/sec
[  6] 35.0-36.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 36.0-37.0 sec  0.00 Bytes  0.00 bits/sec
[  6] 37.0-38.0 sec  0.00 Bytes  0.00 bits/sec
